id,banque_id,auteur,commentaire,note,date_review,langue,sentiment,topic
19,ChIJBdLpQtlEoA0RgNRayIoQnXA,Mina B,"Disappointed with this bank, its manager and their so-called protocol. The exchange machine stole 500 euros from us and only gave us back 500 dirhams. We went to see the manager who told us it's not his responsibility!!! We had to wait for the Casablanca headquarters to give their agreement. It was supposedly 3 days. To date it has been 3 weeks we have not been reimbursed. We were told to leave the Rib from my account in Morocco so that they would pay us our money. However, the manager asked us a few days ago that the best thing is to open an account with them so that they can pay us our money!!! But how can you not get angry with these people!!! Who do they take us for? We are nationals. We love our country. And that's why we come for 3 to 4 weeks of vacation. There is something to disgust you! It is unacceptable to treat us like this. I hope that my message will end up in the hands of higher officials so that our situation can be resolved quickly! We left our Rib on two occasions. THANKS. A word to the wise.",1.0,2024-08-17 21:36:39,en,Positive,
20,ChIJBdLpQtlEoA0RgNRayIoQnXA,Noureddine FougUp,Very good agency they provide good service,4.0,2021-02-22 15:08:06,en,Positive,
21,ChIJBdLpQtlEoA0RgNRayIoQnXA,selim merzaq,No telephone support.,1.0,2020-11-13 14:22:19,en,Positive,
22,ChIJBdLpQtlEoA0RgNRayIoQnXA,نجيب نجيب,For banking transactions,5.0,2016-12-14 08:54:04,en,Neutral,
23,ChIJBdLpQtlEoA0RgNRayIoQnXA,Mohamed benyousef,,5.0,2022-11-29 13:14:03,en,Neutral,
24,ChIJj0PnG9ZaoA0R22D_galosE0,O. Mossaddeq Ben Moussa,Attijariwafa bank,5.0,2017-05-17 19:04:22,en,Neutral,
25,ChIJj0PnG9ZaoA0R22D_galosE0,Yousri Gorfti,Very dissatisfied during my last visit today I came from abroad I needed to speak to my advisor who refused to open the door for me it was 2:26 p.m. and the closing of Ramadan and at 2:30 p.m. they left me outside like a dog sorry for the terms used but they are new advisors I have never seen her being a good client I think with good transfer from abroad when leaving no one spoke to me I have a few deal to be concluded in the next few years with some of my associates for the purchase/sale of land and transfer of funds from abroad I would change banks because of the way they treated me at the Sekakine agency in Meknes.,1.0,2024-04-03 20:22:34,en,Positive,
26,ChIJj0PnG9ZaoA0R22D_galosE0,Kamal Choukri,I will visit you soon and there is a problem haha,5.0,2024-02-28 15:16:08,en,Neutral,
27,ChIJj0PnG9ZaoA0R22D_galosE0,Hassan Almagribi,خدمات جيدة للزبائن,4.0,2019-10-23 21:32:47,ar,Neutral,
28,ChIJj0PnG9ZaoA0R22D_galosE0,Khalid Rifai,,4.0,2024-05-18 15:17:44,en,Neutral,
29,ChIJk_eXNeJEoA0RcOx2aVDzcxs,Ayman karse,"Very bad agency

I have just opened an account, the so-called advisor does not ask about my needs or give me time to read at least the main points of the contract, not to mention the fact that she signed me up for a savings plan without even asking me if I need it or not, she decided by herself the monthly amount of my savings of course no answer on the phone they only open when people are working so if you want to go and solve a problem you have to take half a day to go see them",1.0,2025-03-10 12:08:40,unknown,Negative,
30,ChIJk_eXNeJEoA0RcOx2aVDzcxs,karim amar,"Very bad reception.

Following a setback, I arrived at the agency before closing (closing time announced on Google at 4:00 p.m.) and I still saw the agents inside but the door closed.
I ask the security guard if it is possible to discuss with the staff because it is an emergency... Nothing, nada, walou, the staff didn't even deign to listen to me (wouldn't -just to listen to me), ignoring me to the point of contempt.

In short, more and more disappointed with the bank and their services, which are not worthy of a bank that claims to have a certain standing.",1.0,2024-01-12 16:31:02,unknown,Negative,
75,ChIJl_IOkkZFoA0RFlaKjJBaWEM,Said Mamchour,Bank,2.0,2020-06-13 15:10:20,en,Neutral,
31,ChIJk_eXNeJEoA0RcOx2aVDzcxs,MrDyaloguer,"Poor agency, poor management, very poor reception, at 8:25 in the morning you have to wait for the cashier to take service while the one next door plays on his smartphone without interest.",1.0,2024-01-26 08:52:34,en,Negative,
32,ChIJk_eXNeJEoA0RcOx2aVDzcxs,زكرياء قوشيح,,1.0,2023-10-30 14:23:54,en,Neutral,
33,ChIJk_eXNeJEoA0RcOx2aVDzcxs,sekkat gamming 390,,5.0,2020-06-02 10:57:53,en,Neutral,
34,ChIJ1SXhsSlboA0R75LsCSfXDYs,Salma Salma,"Worst service i ever seen !! No greeting, no smiles. I asked to close my account & the guy in charge refused to give me a confirmation of my request !!! How’s that even possible ?? Very rude staff… he didn’t even ask me wyh i want to close my account !! Other banks they always try to find out the reason wyh you want to close the account !! Amateur. I don’t advise anyone to go to this bank.",1.0,2021-07-07 13:15:15,en,Negative,
35,ChIJ1SXhsSlboA0R75LsCSfXDYs,Bourchid Jaouad,Very bad customer service I’ll call the bank all the time no one pick up the phone that’s very bad,1.0,2023-08-01 14:30:52,en,Negative,
36,ChIJ1SXhsSlboA0R75LsCSfXDYs,ABDELMAJID NAF,service 0 wahd khtna f reception jpns katkhayl rassha katsde9 3la les clients pff,1.0,2024-10-31 15:49:56,en,Neutral,
37,ChIJ1SXhsSlboA0R75LsCSfXDYs,حمزة فتح الله,"Frankly, they do not respect customers. Working times are 45 minutes or more. I am waiting and the employee is not there. No one pays any attention to us!!!   Perhaps my complaint will not receive any attention. Thank you",1.0,2021-09-10 09:38:29,en,Negative,
38,ChIJ1SXhsSlboA0R75LsCSfXDYs,Adil Amada,"Very disappointed with your services
Rabi yakhad fikoum lha9 from Brussels",1.0,2022-12-27 17:32:24,unknown,Negative,
39,ChIJmzhzTtBaoA0RIuTmqvIhf2o,A-noir,The personnel is helpful,4.0,2023-01-09 14:46:47,en,Positive,
40,ChIJmzhzTtBaoA0RIuTmqvIhf2o,Abdou Abdoullah,Treat the customer with condescension,1.0,2023-05-29 09:12:45,en,Positive,
41,ChIJmzhzTtBaoA0RIuTmqvIhf2o,KARIM AALJ,It is an agency of the Attijariwafa banking chain.,4.0,2021-01-03 23:20:48,en,Neutral,
42,ChIJmzhzTtBaoA0RIuTmqvIhf2o,abdou boujamaaoui,Good reception,5.0,2023-09-04 13:11:57,en,Positive,
43,ChIJmzhzTtBaoA0RIuTmqvIhf2o,Driss fainassi,,5.0,2023-12-10 14:54:16,en,Neutral,
44,ChIJU_bt6cxaoA0R8EGoC58DYJM,Med Oh,null,1.0,2018-05-03 11:04:07,zh,Neutral,
45,ChIJU_bt6cxaoA0R8EGoC58DYJM,Oussama Chanate,,1.0,2023-09-27 13:57:29,en,Neutral,
46,ChIJU_bt6cxaoA0R8EGoC58DYJM,Europe - Tonadi,,2.0,2017-05-02 22:53:23,en,Neutral,
47,ChIJAbJTW_pEoA0RBEMmY2_6BxE,Sami Cherkani,,5.0,2019-10-01 18:16:19,en,Neutral,
48,ChIJqTSF1NNboA0RC71Ddcxccs0,Nabil Kaali,Poor service. Simple transaction needs manager approval who's not in the branch.,2.0,2024-06-07 04:46:11,en,Neutral,
49,ChIJqTSF1NNboA0RC71Ddcxccs0,Amine Amili,"It’s a Moroccan bench
It's frankly shameful",1.0,2024-09-23 09:09:21,unknown,Negative,
50,ChIJqTSF1NNboA0RC71Ddcxccs0,Badre Bentanji,"It does not fulfill all your requests, especially on Saturdays...the long wait reminds me of the days of Corona",2.0,2023-11-08 14:20:24,en,Negative,
51,ChIJqTSF1NNboA0RC71Ddcxccs0,Droit Reussir,The service meets my banking expectations,4.0,2024-10-27 06:18:41,en,Neutral,
52,ChIJqTSF1NNboA0RC71Ddcxccs0,Soufiane Thepro,,1.0,2024-09-09 16:07:05,en,Neutral,
53,ChIJd8NHhwBFoA0RVgrI6d6SDU4,Azddine EL,"A substandard agency that must rehabilitate clients, give them lessons in education, how to deal with clients, and a sense of responsibility",1.0,2023-08-15 15:46:44,en,Neutral,
54,ChIJd8NHhwBFoA0RVgrI6d6SDU4,افكار منزلية بسيطة,"Substandard agency, no treatment, no reception, no service",1.0,2023-11-16 11:11:08,en,Negative,
55,ChIJd8NHhwBFoA0RVgrI6d6SDU4,contact j3l,"Limited service, not very professional",3.0,2019-07-08 09:59:14,en,Negative,
56,ChIJd8NHhwBFoA0RVgrI6d6SDU4,Tree life,😃,4.0,2023-07-09 12:06:48,ja,Neutral,
57,ChIJd8NHhwBFoA0RVgrI6d6SDU4,Lhossayn Ssousi,,4.0,2018-10-20 18:03:15,en,Neutral,
58,ChIJdZ26GJxboA0RMuS_K-fR_Ig,ALI Eagle,Attijari wafa bank,3.0,2021-12-14 20:39:41,en,Neutral,
59,ChIJdZ26GJxboA0RMuS_K-fR_Ig,Simo Alaoui,,1.0,2024-10-02 15:15:30,en,Neutral,
60,ChIJdZ26GJxboA0RMuS_K-fR_Ig,منوعات,,5.0,2023-12-17 19:22:34,en,Neutral,
61,ChIJdZ26GJxboA0RMuS_K-fR_Ig,john ngakosso,,4.0,2021-12-15 15:19:54,en,Neutral,
62,ChIJI2ns2dhaoA0RQQHdclK-ZQQ,mouadil badou,"One of the worst bank agencies I have dealt with is degrading and unethical to say the least, even half a star you don't deserve.",1.0,2025-02-07 18:03:23,en,Negative,
63,ChIJI2ns2dhaoA0RQQHdclK-ZQQ,PROF IMANE ALAOUI,"This agency in particular, may God protect them from disgrace, mistreatment, lack of politeness, and provocation of customers in every sense of the word.
We walked in at two o'clock in the afternoon and he closed the door on us. He told us to ask us and there was half an hour left until closing. Is this reasonable?",1.0,2024-04-05 23:01:31,unknown,Negative,
64,ChIJI2ns2dhaoA0RQQHdclK-ZQQ,Issà Abajlal,The biggest scam is that this bank defrauded me of 1500 dirhams in order to give me the account. May God grant you the truth,1.0,2021-10-21 15:15:19,en,Positive,
65,ChIJI2ns2dhaoA0RQQHdclK-ZQQ,lmssatii officiel,Service nulle,1.0,2024-09-07 09:24:49,en,Neutral,
66,ChIJI2ns2dhaoA0RQQHdclK-ZQQ,Abdellatif sbaai,"No service, no money",1.0,2024-04-03 03:51:08,en,Negative,
67,ChIJGWseQ7laoA0Rlkpr--xSAXQ,qwerty azerty,"Manager always absent, they will direct you to use the app or call customer services they never actually help .
It is a useless agency if not fot the ATM machines.",1.0,2022-09-13 13:04:45,unknown,Negative,
68,ChIJGWseQ7laoA0Rlkpr--xSAXQ,Adil Alami,"The worst service I ever seen, always the staff are out, a 5min service would take up to 2 hours just waiting.",1.0,2023-03-08 12:53:46,en,Negative,
69,ChIJGWseQ7laoA0Rlkpr--xSAXQ,ben diyab omran,"Service is poor, customer service is still not in the best interest and left customers over an hour waiting",1.0,2025-02-10 12:46:47,en,Negative,
70,ChIJGWseQ7laoA0Rlkpr--xSAXQ,Biscuits toujours Biscuits un jour,"Bad experience, endless waiting, opening time announced at 8:30 a.m., staff arrives at 10 a.m.",1.0,2024-09-23 10:05:21,en,Negative,
71,ChIJGWseQ7laoA0Rlkpr--xSAXQ,R Lagrini,"Agency unreachable, director non-existent on his mobile, staff still absent. To avoid I'm going to change banks it becomes exasperating even on their phone for digital problems no one responds during working hours. I can't reconnect to the application even if I forget my password. a nightmare this bank even though I have been there for over 15 years.",1.0,2023-08-05 12:58:53,en,Negative,
72,ChIJl_IOkkZFoA0RFlaKjJBaWEM,Salmane BOUHADDOU,"I am an MRE, I went to get my bank card and it went really well!
Both the reception and the office were very professional and competent, nothing to add.

I will not hesitate to come back to look into other financial instruments.",5.0,2025-02-24 21:23:49,unknown,Positive,
73,ChIJl_IOkkZFoA0RFlaKjJBaWEM,Fouad,"Good morning,

As an MRE, I formally advise you against this agency, I have never seen such incompetence and lack of seriousness with a bank in any country!",1.0,2021-08-31 12:21:28,unknown,Positive,
74,ChIJl_IOkkZFoA0RFlaKjJBaWEM,Lahcen Ridouch,Ila la7ditich rask dik web pay w payment by card kayfiw lik flous ana dawli ktar oen 1000dh 9tita3at without any justified reason 3yiit nhder m3ahom irdoli flous flkher sdoli account bla khbari w9tat3o 40dh dial sdan. Wakha machi ana li requesto... Service dial had the bank in general ma3jbniich,2.0,2022-03-24 11:14:07,en,Negative,
76,ChIJl_IOkkZFoA0RFlaKjJBaWEM,KAOUTAR BEGGAR,,1.0,2024-02-26 14:00:32,en,Neutral,
77,ChIJkxAF_rNFoA0RFKJtEV1uBus,Hamza joui,"It is so small u can't find where to sit, plus the services are bad, and the reception it's so slow but good",3.0,2023-07-29 16:36:53,en,Positive,
78,ChIJkxAF_rNFoA0RFKJtEV1uBus,Yassine Green,"Poorest staff, poor service.",1.0,2024-09-01 14:56:33,en,Negative,
79,ChIJkxAF_rNFoA0RFKJtEV1uBus,Anas Anas,the 2 counters are always either out of service or impossible to make a withdrawal.....,1.0,2025-03-05 22:05:42,en,Neutral,
80,ChIJkxAF_rNFoA0RFKJtEV1uBus,9NDICHE 9NDICHE,"I swear to God, I don't feel sorry for my livelihood, and the windows are not used for services that have nothing to do with banking transactions.",1.0,2025-02-17 14:44:34,en,Positive,
81,ChIJkxAF_rNFoA0RFKJtEV1uBus,Elakhdar Mohammed,Substandard services. Most of the time there are no employees. You have to wait because the employee has gone for breakfast or lunch. The security guard is the one who manages the business with his dirty words. I do not recommend dealing with this branch.,1.0,2024-09-02 08:49:22,en,Negative,
82,ChIJv1pvbKVaoA0RSO2o7NWQg-I,ben addou abdel ilah,The worst service ever!,1.0,2022-08-24 13:29:39,en,Negative,
83,ChIJv1pvbKVaoA0RSO2o7NWQg-I,Sara Ettamri,"Poor service.
Attijari wafabank absolutely needs to review the quality of its staff, and choose people who can serve customers properly.",1.0,2025-03-04 15:21:48,unknown,Negative,
84,ChIJv1pvbKVaoA0RSO2o7NWQg-I,abdelilah loukili,"Thursday August 22, 2024 for a simple payment, only customer at the checkout, I was made to wait from 12:40 p.m. to 2:05 p.m. Under the pretext ""tired young employee"".
The poorest service I have seen in all Moroccan bank branches.",1.0,2024-08-22 14:40:11,unknown,Negative,
85,ChIJv1pvbKVaoA0RSO2o7NWQg-I,Mohamed SAMI,"Great dissatisfaction Poor service.
Awb customer for a very long time, my dissatisfactions are more and more numerous...",1.0,2024-08-01 10:54:10,unknown,Negative,
86,ChIJv1pvbKVaoA0RSO2o7NWQg-I,TARIQ EZ-ZGHARI,The level of services is disastrous. For two months I have been trying to contact the agency and no one answers at all.,1.0,2024-09-06 14:55:48,en,Negative,
87,ChIJ_y8TRUNFoA0RrYj_am1RsSQ,laïla . eve,"There is no life for whomever you call, this is the bank, oh, people who go to lunch, oh, the system is a loser, and the dealings are below zero, so the customer came to ask them for a good deed. The age of the driver, when accueil, takes a pause and the system at all times in the pan. This is the time for clients",1.0,2023-07-24 14:22:06,en,Negative,
88,ChIJ_y8TRUNFoA0RrYj_am1RsSQ,ikram tahiri,"Unprofessional service and treatment, unfortunately",1.0,2023-11-07 15:31:08,en,Negative,
89,ChIJ_y8TRUNFoA0RrYj_am1RsSQ,Abde,Bad treatment,1.0,2021-10-15 13:22:48,en,Negative,
90,ChIJ_y8TRUNFoA0RrYj_am1RsSQ,abdellatif saidi,2 مرات تعرضت للسرقة 400 درهم على مرتين  كيقولو لك ناقصة 200 درهم,1.0,2025-03-25 08:38:25,ar,Neutral,
91,ChIJ_y8TRUNFoA0RrYj_am1RsSQ,Fatima Zahrae Krimaa,,5.0,2023-10-24 15:50:07,en,Neutral,
92,ChIJUXh1Z9dEoA0RP8Lp6DfvwSo,FATIMA LAZAAR,Is there a way to contact you by email? THANKS,1.0,2024-11-21 12:31:45,en,Positive,
93,ChIJUXh1Z9dEoA0RP8Lp6DfvwSo,Nora Lam,"I do not recommend this agency, we keep an account inactive for 15 years we make you pay unjustified amounts
Today I have no document confirming the closure of my account
And we're talking about customer loyalty!!!!
You are not up to the task",1.0,2021-06-21 11:47:57,unknown,Negative,
94,ChIJUXh1Z9dEoA0RP8Lp6DfvwSo,med drioui,Financial establishment located in the center of the new city of Meknes,4.0,2023-04-18 18:06:09,en,Neutral,
95,ChIJUXh1Z9dEoA0RP8Lp6DfvwSo,Hassan Almagribi,Modest customer services,3.0,2019-10-15 21:35:11,en,Neutral,
96,ChIJUXh1Z9dEoA0RP8Lp6DfvwSo,adil aitlmahjoub,Kind treatment,1.0,2016-12-22 05:46:34,en,Positive,
97,ChIJP6RkYivTpw0RUw1YZXKuAi0,Atsel “Atsel” YAKARA,"A great view of anfa city, I recommend",5.0,2025-03-02 12:59:23,en,Positive,
98,ChIJP6RkYivTpw0RUw1YZXKuAi0,Et,THE BEST TOWER,5.0,2021-01-17 11:21:21,ja,Positive,
99,ChIJP6RkYivTpw0RUw1YZXKuAi0,Zakaria Mzil,Stunning,5.0,2021-11-19 22:21:41,de,Positive,
100,ChIJP6RkYivTpw0RUw1YZXKuAi0,Zakaria Nouass,Yes,5.0,2018-04-29 17:24:49,en,Positive,
101,ChIJP6RkYivTpw0RUw1YZXKuAi0,ⵄⵉⵜ ⵙⴻⴷⵔⴰⵜ Ait issa Marwan,It's beautiful how the chef opens,4.0,2019-09-16 22:53:15,en,Positive,
102,ChIJbXxQbr3Spw0RbSC0yYKF45k,Kech Journeys,"Never expect them to answer phone calls, tried to reach out to them to enquire about a transaction blocked in their BCP In Casablanca but never bother to answer phone calls. Worst service and I'm considering to stop my business with them",1.0,2024-05-28 12:09:53,en,Negative,
103,ChIJbXxQbr3Spw0RbSC0yYKF45k,Younes Diouri,"Worst Bank and Worst customer service you’ll ever see.
6 months without access to my account and no support or return after multiple cases opened.
Don’t advise anyone to deal with them.",1.0,2024-02-25 16:11:50,unknown,Negative,
104,ChIJbXxQbr3Spw0RbSC0yYKF45k,Prosper Sunkyedong,My bank . Cool just that quality of service varies from bank to bank,4.0,2018-03-20 23:22:07,en,Positive,
105,ChIJbXxQbr3Spw0RbSC0yYKF45k,smail elarroum,No one answers the phone and the employees are so disrespectful  just avoid it .,1.0,2022-01-26 04:26:59,en,Negative,
106,ChIJbXxQbr3Spw0RbSC0yYKF45k,Laila Bencheikh,Bad service. No one answers the phone. Disrespectful people.,1.0,2021-10-11 12:55:44,en,Negative,
107,ChIJvxOu1thEoA0RvHbRL4QS6TU,Ghada Saddadi,"Why would u put on the google map  meknes   hamria    Street allal ben abdellah  that on Saturday   opened, but when I go I found it closed  👎🏻",1.0,2025-03-01 12:23:06,en,Neutral,
108,ChIJvxOu1thEoA0RvHbRL4QS6TU,Just Wireless,Really poor service more then 15 customers and only 1 assistance,1.0,2023-06-06 13:48:52,en,Negative,
109,ChIJvxOu1thEoA0RvHbRL4QS6TU,doha hamioui,"A true name, a popular bank at the expense of the citizen. Even the employees are extremely reliable and service-minded from A to Z, especially the head of the Bordj Moulay Omar agency. I have never seen such a serviceable and frank person to the fullest extent. Thank you, Madam Zeinab.",5.0,2024-11-10 21:26:08,en,Positive,
110,ChIJvxOu1thEoA0RvHbRL4QS6TU,Hamid ZAG,"Do not answer calls from abroad, and after 2 p.m. they have already finished the work.
Poor service.
Also the same for the hay essalam sidi said agency.",2.0,2023-06-01 14:19:22,unknown,Negative,
111,ChIJvxOu1thEoA0RvHbRL4QS6TU,DESTINATION VTC,"Bank attentive, very friendly staff! Small problem, it's hard to have them on the phone but apart from its nickel!",5.0,2019-04-23 13:18:56,en,Positive,
112,ChIJFZfcNdlEoA0RpghXjll3lrw,H. RABAH,Well done to you. I came to see you on September 24. Everything is done according to the rules. THANKS,5.0,2024-10-11 19:40:37,en,Positive,
113,ChIJFZfcNdlEoA0RpghXjll3lrw,Ene Ssah,"Used to going to ITTIJARIWAFA BANK in the same boulevard, I came to this CHABI bank branch for my mother, I am very disappointed with the organization:

2 counters open at the rate of one person per 15 minutes to withdraw or deposit (procedure too long?)

We put people before you (Privileged?)

Number display board not working (for how long)

Prudence would dictate that you do not entrust your money to someone who does not know how to organize...

YOU ARE IN ONE OF THE BIGGEST BANK CHABI AGENCY IN MEKNES....",1.0,2021-11-08 13:21:14,unknown,Negative,
114,ChIJFZfcNdlEoA0RpghXjll3lrw,José Girbes,"Al-Shawa is the main headquarters of the Popular Bank, and its electronic network is down 😏",1.0,2020-06-01 09:29:51,en,Positive,
115,ChIJFZfcNdlEoA0RpghXjll3lrw,Abdelkrim Lamrani (Magnanime),First branch of the People's Bank near Al Amir Abdul Kader station,4.0,2016-12-14 09:12:26,en,Neutral,
116,ChIJFZfcNdlEoA0RpghXjll3lrw,نجيب نجيب,For banking transactions,5.0,2016-12-14 08:50:59,en,Neutral,
117,ChIJO8OmBJ7urw0RdQA0TdW05Zw,Elkasmi Moulay Ahmed,"In 2024 and the people of this agency deliver the worst customer service ever.

YOU SHOULD PAY ATTENTION BEFORE VISITING THIS AGENCY AND DON'T LOSE TIME AND MONEY.

حسبي الله ونعم الوكيل",1.0,2024-10-25 12:16:05,unknown,Negative,
118,ChIJO8OmBJ7urw0RdQA0TdW05Zw,Your Arora,Hello every1 i am with bank popular more then 10 year when I bought my 1 flat my Morgage was done in 1 month tht was 7 year ago now I am Trying to get a new Morgage I put my application 3 month ago and they still looking in to a I have sent to 3 diffent cities with my 2 young kids it really bad service now they replay back to me after 3 month they r telling me they want more paper really bad service I have a very bad experience with them un professional like is a new bank they been there long time should be professional plese do some work make ur bank proud not un professional I would give u out of 100 only 1 score cause I beeen waiting long enough I think hope thinks will change after this message many thanks everyone,1.0,2018-01-10 19:36:04,en,Positive,
119,ChIJO8OmBJ7urw0RdQA0TdW05Zw,Ismail Mouh,1 hour queue,1.0,2025-02-03 13:41:51,fr,Neutral,
120,ChIJO8OmBJ7urw0RdQA0TdW05Zw,Jihan Elkass,Terrible service they keep customers waiting while they're chattering with each other and they're rude,1.0,2022-02-02 15:32:21,en,Negative,
121,ChIJO8OmBJ7urw0RdQA0TdW05Zw,Nasima Arabi,Horrible. So rude.,1.0,2021-02-01 11:54:32,en,Negative,
122,ChIJnYxmRtZEoA0RoqBLzKz5A6I,khalid H,A member of your fathers,1.0,2024-04-30 15:17:36,en,Neutral,
123,ChIJnYxmRtZEoA0RoqBLzKz5A6I,Khalil Zaki,,1.0,2022-04-30 21:52:44,en,Neutral,
124,ChIJI0YHq0RFoA0RVTLHpt1o8aY,ikram tahiri,Inappropriate treatment by bank employees with customers. Unfortunately,1.0,2024-12-02 13:22:26,en,Negative,
125,ChIJI0YHq0RFoA0RVTLHpt1o8aY,Zakaria Lazrak,Very bad service,1.0,2022-02-22 14:06:40,en,Negative,
126,ChIJI0YHq0RFoA0RVTLHpt1o8aY,Abdelkrim Lamrani (Magnanime),Banking services,2.0,2017-01-04 07:35:00,en,Neutral,
127,ChIJI0YHq0RFoA0RVTLHpt1o8aY,ALI Eagle,People's Bank,3.0,2021-09-28 20:45:02,en,Neutral,
128,ChIJI0YHq0RFoA0RVTLHpt1o8aY,Mohammed Aboudalal,,1.0,2023-10-17 17:15:51,en,Neutral,
129,ChIJ3z0HpNyndw0RT2hJw5NJp5w,med rrif,Good,3.0,2019-06-11 20:31:02,en,Positive,
130,ChIJ3z0HpNyndw0RT2hJw5NJp5w,AMRE HAIJOUBI,"While I have just deposited a sum of money, the two employees come after me with a simple request: ""is it possible to see the amount displayed on the money counter"".. how professional..",1.0,2025-02-11 11:41:48,en,Neutral,
131,ChIJ3z0HpNyndw0RT2hJw5NJp5w,Tonton Solo,Bank and normal service.,3.0,2019-06-09 21:44:47,en,Neutral,
132,ChIJ3z0HpNyndw0RT2hJw5NJp5w,Rachid EL MAGHFOUR,Popular Bank of Nador,5.0,2017-04-13 14:14:35,en,Positive,
133,ChIJ3z0HpNyndw0RT2hJw5NJp5w,Rjkrk Kfkdk,no,1.0,2021-09-28 09:08:27,pt,Negative,
134,ChIJlwAkxoVrpw0Rrv-a5aB_okE,Mounir Khiali (MarocStream),"This is the worst branch located at  62 avenue patrice lumumba, Rabat. they do not know  what is customer service and how to treat people. and because of the experience I received I will be moving my money somewhere else that values customers. First I was questioned about the signature i do not mind but the way they asked that ticked me off. then t the representative pulled money out of her purse to complete the amount i was getting. Then there is a charge of pulling money from your account  using a check in a different branch. so I was ok with the fee but when I asked for a receipt for the fee they refuse to provide one  and the refusal was from  rep and the branch manager.",1.0,2017-08-20 10:03:27,en,Negative,
135,ChIJlwAkxoVrpw0Rrv-a5aB_okE,Rachid Naji,"Cery bad servicei don’t recommend this location to any body the women working only speak with me from security phone
She don’t have time to her job",1.0,2023-06-23 13:54:38,unknown,Positive,
136,ChIJlwAkxoVrpw0Rrv-a5aB_okE,MAYA HOUSE,"BP services leave something to be desired…
Nonchalance at all levels…
You recruit young people who have no desire to work or who are demotivated... Look for the ERROR...
A simple example: I have been requesting the transfer of an account for 8 months. NOTHING IS DONE…",1.0,2024-05-02 12:36:53,unknown,Neutral,
